ID,Age,Overall,Potential,Value,Wage,Preferred Foot,International Reputation,Skill Moves,Position,Joined,Height,Weight,Release Clause
193706,26,71,74,2500,11,2,1,2,10,2016,6.33,187,4585.060806
194730,30,71,71,1500,5,2,1,1,4,2017,6.17,181,2400
187051,28,71,71,2400,6,2,1,2,2,2018,6.17,194,4300
231340,21,71,80,3200,9,2,1,2,23,2015,5.75,154,5000
228782,21,71,79,3000,5,2,1,3,13,2017,6.17,176,7000
229294,27,71,74,2400,5,1,1,2,10,2018,6.33,194,4000
203439,26,71,72,2800,10,2,1,3,16,2016,5.75,150,4200
230319,34,71,71,950,7,1,1,1,4,2018,6.17,187,1800
201136,26,71,72,2300,17,2,1,3,23,2017,5.92,168,4500
200113,27,71,71,2500,29,2,1,3,21,2018,5.75,159,4700
164529,34,71,71,725,5,2,1,2,10,2015,6,165,1100
124337,34,71,71,725,11,2,1,2,10,2012,6.08,179,1500
193201,26,71,72,2300,29,1,1,3,19,2018,5.67,161,4500
142258,32,71,71,1400,8,2,1,1,4,2006,6.17,174,2000
211378,25,71,75,3100,17,2,1,3,12,2017,6.17,154,6000
213938,23,71,78,2800,9,2,1,2,8,2016,6,159,5400
223922,25,71,73,2800,1,1,1,3,22,2018,6.17,185,6500
211891,26,71,73,2900,11,2,1,3,14,2016,5.83,179,4900
221875,26,71,74,2900,8,2,1,3,5,2018,5.83,137,4000
197300,32,71,71,1800,23,2,1,3,5,2018,5.75,165,3100
208052,26,71,72,2300,20,2,1,3,23,2018,5.92,165,4500
199861,31,71,71,2100,12,2,1,3,18,2016,5.75,139,3300
204213,32,71,71,1300,11,1,1,3,18,2018,5.75,163,2600
159157,36,71,71,750,2,2,1,3,11,2016,5.67,141,1000
188597,26,71,74,2100,11,1,1,1,4,2018,6.08,176,4300
210358,26,71,73,2000,2,1,1,1,4,2018,6.17,163,3300
225206,23,71,74,3000,9,2,1,3,16,2018,5.92,165,5000
166838,31,71,71,2100,35,2,1,4,18,2010,5.92,159,4000
237238,21,71,81,3800,43,2,1,3,22,2013,6.33,194,7800
220087,26,71,75,2500,7,2,1,2,20,2017,5.83,165,5500
186551,29,71,71,1800,18,2,1,3,23,2018,5.42,137,3000
230072,24,71,76,3200,16,1,1,3,2,2016,6.17,176,4585.060806
201145,28,71,71,2400,22,2,1,3,2,2015,6,176,4600
212409,25,71,75,3100,8,2,1,3,2,2016,5.83,174,4585.060806
223929,20,71,78,3400,15,2,1,3,2,2018,6,181,7500
224953,22,71,80,2800,17,2,1,1,4,2016,6.33,185,4585.060806
180409,30,71,71,1800,9,2,1,2,11,2018,6.33,194,3500
186553,32,71,71,1300,8,2,1,3,23,2015,5.83,165,1800
189369,30,71,71,2300,4,2,1,2,2,2018,6.08,181,3500
220090,27,71,72,2200,18,2,1,2,10,2018,6.17,185,3400
224442,21,71,77,2400,6,2,1,1,4,2017,6.33,185,5300
233147,25,71,73,2400,6,2,1,3,20,2011,5.5,141,3300
172475,31,71,71,2100,5,2,1,4,18,2014,5.92,165,3000
202940,26,71,72,2800,35,2,1,3,3,2016,5.58,143,5500
230332,34,71,71,950,13,2,1,1,4,2018,6.42,201,1800
207805,26,71,73,2400,9,2,1,2,13,2016,6.08,154,4900
224189,25,71,74,2400,23,1,1,3,19,2015,6.17,179,4800
170941,32,71,71,1300,12,2,1,2,23,2015,5.92,161,2900
188094,29,71,72,1800,8,2,1,1,4,2018,6.17,183,3400
198079,27,71,71,2400,10,1,1,3,22,2013,5.75,157,4400
198335,28,71,71,1900,9,1,2,3,19,2017,5.67,154,3300
213439,26,71,74,2900,6,2,1,3,22,2013,5.75,161,4600
230335,30,71,71,1700,16,1,1,2,19,2018,5.75,152,3300
231360,22,71,78,2800,8,2,1,3,5,2018,5.92,152,4700
166080,31,71,71,2100,18,2,1,3,12,2017,5.83,159,4000
241856,19,71,83,4100,9,2,1,3,22,2017,5.83,165,9300
188352,29,71,71,1800,6,2,2,2,23,2018,6.08,170,2600
158657,32,71,71,1400,10,2,1,1,4,2007,6.5,203,2000
182209,28,71,71,1900,8,1,1,2,15,2016,6.33,176,3600
137410,35,71,71,550,2,2,2,2,15,2017,6.08,170,853
211394,25,71,73,2900,18,2,1,3,16,2017,6.17,176,5100
221378,30,71,71,1800,2,1,1,2,15,2018,6,179,2400
226754,20,71,82,4000,7,1,1,3,22,2017,5.67,141,8100
190658,28,71,71,1900,1,2,1,3,23,2016,6,165,4100
220355,25,71,74,3000,15,2,1,3,2,2016,6.17,181,4585.060806
233411,20,71,81,3800,21,2,1,4,18,2016,5.92,163,7300
110019,35,71,71,550,8,1,1,2,10,2015,5.92,154,1200
138436,34,71,71,1200,33,2,2,2,2,2016,6,174,4585.060806
228804,21,71,78,3300,6,2,1,3,11,2016,5.92,148,5600
230340,30,71,71,1700,19,1,1,3,19,2018,5.75,172,3300
235717,20,71,78,3400,15,2,1,3,12,2016,5.92,174,6400
206534,24,71,76,3200,25,1,1,3,2,2018,6.08,157,6300
213446,25,71,76,2600,16,2,1,3,23,2016,6.08,163,4600
220358,23,71,78,2800,9,2,1,2,10,2013,6,181,4800
229574,22,71,79,3000,15,2,1,2,10,2018,6.08,165,5700
236998,22,71,81,3800,17,1,1,3,22,2017,6,154,7900
217287,23,71,76,2700,8,2,1,3,13,2018,6.08,161,4200
224967,24,71,75,3100,13,2,1,3,16,2016,5.75,165,4585.060806
205256,27,71,74,2400,9,2,1,2,15,2018,6,168,5300
221896,21,71,78,3400,6,2,1,3,3,2018,5.67,154,5500
164041,33,71,71,1200,6,2,1,1,4,2018,6.25,192,1900
187337,29,71,71,2400,6,2,1,3,2,2018,6.08,183,3100
200138,25,71,74,2500,16,2,1,2,15,2015,6.33,181,4900
207562,26,71,72,2800,21,2,1,2,2,2018,6.25,187,4700
142794,35,71,71,550,7,2,1,2,10,2018,5.92,172,798
214986,28,71,73,2200,6,2,1,2,10,2017,5.75,163,3300
227530,29,71,71,1800,10,2,1,2,11,2016,5.83,181,2700
168650,30,71,71,2200,17,2,2,3,22,2015,6.08,176,3300
243402,22,71,77,3200,6,2,1,4,21,2018,5.75,163,5400
222411,22,71,77,2400,15,2,1,1,4,2014,6.17,190,5000
224459,25,71,76,2600,11,2,1,3,23,2017,5.75,148,4100
188107,28,71,71,2400,7,2,1,3,2,2018,5.92,179,3700
212428,25,71,73,2900,10,2,1,3,2,2018,6,154,4600
242380,21,71,83,3800,5,2,1,2,13,2018,5.83,150,8600
224461,24,71,74,3000,14,2,1,3,16,2018,5.75,161,5300
183245,31,71,71,1600,14,2,1,2,10,2017,6.17,176,3200
198350,24,71,76,2300,16,2,1,1,4,2016,6.17,159,4500
215502,20,71,82,3200,15,2,1,1,4,2016,6.17,163,6100
229582,22,71,80,3200,13,2,1,2,15,2017,6.25,170,6000
173518,30,71,71,1800,9,2,1,2,23,2013,5.92,170,3300
139727,31,71,71,1400,10,2,1,1,4,2015,5.92,176,2200
205008,23,71,77,3200,17,2,1,4,14,2017,5.75,154,5400
211920,32,71,71,1900,9,2,1,2,7,2016,6.08,185,2900
212944,23,71,76,3200,9,2,1,3,12,2018,6.08,168,5000
220624,23,71,79,2600,6,2,1,1,4,2013,6.17,185,4300
236496,19,71,84,4000,20,2,1,3,13,2018,6.08,150,10000
238033,30,71,71,1500,1,2,1,1,4,2018,6,161,3300
177105,31,71,71,2100,13,2,1,3,6,2018,5.75,172,3300
140498,33,71,71,1200,13,2,1,1,4,2016,6.25,183,2300
210386,23,71,77,3200,6,2,1,4,18,2017,6.08,174,5400
236498,21,71,80,3700,8,1,1,3,2,2016,6.17,170,4585.060806
186578,29,71,71,2300,38,2,1,3,22,2006,6,174,4300
216275,24,71,78,2800,13,2,1,3,23,2018,5.67,150,5600
226515,26,71,73,2400,15,2,1,2,13,2017,6.08,174,4700
167379,31,71,71,1600,15,2,1,2,8,2016,6.08,154,4585.060806
225236,22,71,81,3300,6,2,1,2,15,2014,6.08,176,5300
232148,21,71,80,3700,5,2,1,3,3,2016,6.08,150,6300
169941,30,71,71,2200,5,2,1,3,21,2018,5.75,163,4700
213718,31,71,71,1600,4,2,1,2,15,2015,6,203,2000
230358,34,71,71,675,9,2,1,2,23,2018,5.75,157,1300
234966,31,71,71,2100,3,2,1,3,12,2016,5.83,163,2900
199895,26,71,76,2600,17,2,1,2,10,2016,6.5,203,4585.060806
217047,28,71,71,2400,6,1,1,3,5,2015,6,165,3400
186839,30,71,71,2200,6,2,1,3,16,2018,5.83,161,3900
211672,23,71,76,3200,6,2,1,3,16,2015,5.92,146,6900
153048,27,71,71,2400,6,2,1,3,12,2018,6,152,3000
221912,23,71,75,2200,4,2,1,1,4,2014,6.08,172,2900
231128,22,71,76,3200,9,2,1,3,3,2016,5.83,159,4800
169432,34,71,71,725,7,1,2,3,13,2018,5.75,163,1200
190424,27,71,71,2400,7,2,1,3,22,2018,5.83,148,3200
205529,26,71,74,2500,4,2,1,2,10,2018,6.17,170,4100
198874,30,71,71,2300,9,2,2,3,2,2018,5.58,141,3000
202458,26,71,73,2800,10,1,1,3,9,2016,5.67,146,4400
234458,30,71,71,1800,10,1,1,2,10,2016,6.25,185,2600
235226,26,71,71,2500,5,2,1,3,5,2016,5.92,165,5200
199131,27,71,72,2200,5,2,1,3,23,2018,5.75,165,3500
205531,24,71,76,3100,18,2,1,3,9,2016,5.92,154,4585.060806
224987,24,71,77,2400,6,2,1,1,4,2017,6.33,185,4700
229084,29,71,71,1800,18,2,1,2,10,2017,6.17,183,3100
163804,35,71,71,1000,4,2,2,3,12,2018,6.17,168,1800
234716,24,71,74,2500,12,2,1,2,10,2016,5.92,176,5000
239580,21,71,80,3200,16,2,1,2,10,2018,6,176,6100
145117,35,71,71,550,5,1,1,2,11,2017,6,170,880
158685,32,71,71,1400,8,1,1,2,10,2017,6.25,183,2900
227293,26,71,72,2300,21,2,1,2,11,2018,6.08,181,4100
176605,31,71,71,1600,2,1,2,4,19,2018,5.75,161,2100
201438,25,71,74,2900,9,2,1,3,9,2017,5.92,163,4600
212446,24,71,76,3200,11,2,1,4,12,2016,5.67,148,4585.060806
225502,21,71,83,3800,2,2,1,2,13,2014,5.83,161,6000
230366,34,71,71,675,11,2,1,2,23,2018,5.83,161,1300
230367,34,71,71,675,13,2,1,2,23,2018,6,176,1300
202208,25,71,74,3000,4,2,1,3,16,2017,5.75,159,3900
188128,31,71,71,2100,7,2,1,3,2,2017,6.25,179,3400
189920,30,71,71,1500,7,2,1,1,4,2015,6.33,196,3000
190432,32,71,71,1400,7,2,1,2,20,2008,5.83,159,2200
16097,39,71,71,160,3,2,1,1,4,2007,5.83,183,240
219617,25,71,75,2600,12,2,1,2,13,2016,5.75,157,4585.060806
226273,25,71,76,3100,6,2,1,3,11,2014,6,165,4900
238305,23,71,78,2800,6,2,1,3,23,2018,5.92,161,5000
179681,31,71,71,1600,7,1,1,3,19,2018,5.67,163,2600
188385,30,71,71,2200,12,2,2,3,12,2017,5.58,150,4500
142818,39,71,71,160,6,2,1,2,10,2008,5.75,159,240
204771,28,71,71,2400,17,2,1,3,11,2013,5.58,143,4000
197860,28,71,71,1900,17,2,1,3,23,2016,6,154,3600
210404,26,71,72,2800,13,2,1,3,2,2018,6.08,187,5900
234980,27,71,71,2500,1,2,1,3,12,2016,6.17,181,5200
124388,27,71,72,2200,9,1,1,3,19,2018,5.67,154,4500
227813,21,71,81,3300,38,1,1,3,19,2016,5.75,141,6800
238053,27,71,71,2500,15,2,1,3,16,2018,5.5,163,3700
239845,20,71,84,4100,1,2,1,3,20,2015,5.67,159,11500
175589,32,71,71,1400,11,2,1,2,8,2011,6.17,172,3000
244709,24,71,76,2700,9,2,1,2,20,2018,6.33,181,5600
198630,29,71,71,1800,6,2,1,2,8,2016,5.92,168,2900
212710,22,71,82,3200,35,2,1,1,4,2016,6.17,154,4585.060806
226278,25,71,72,2800,4,1,1,3,18,2018,5.75,146,6100
228838,23,71,79,3000,5,2,1,2,11,2018,5.58,159,5100
187878,28,71,71,2400,10,2,1,3,9,2018,6,174,3500
204519,28,71,71,1900,46,2,1,2,23,2016,6.08,170,4585.060806
237799,25,71,74,3000,6,2,1,3,7,2016,6.17,174,4000
181479,33,71,71,950,6,2,1,2,8,2016,6.17,187,1200
184807,31,71,71,1600,4,2,1,3,23,2018,5.58,148,3300
200424,28,71,71,2400,7,2,1,3,20,2018,6,148,3500
223208,23,71,78,,0,2,1,3,9,2016,6.08,172,4585.060806
236264,23,71,76,2700,14,2,1,2,13,2018,5.75,154,4800
178152,31,71,71,1600,13,2,1,3,20,2018,6.33,181,3200
200425,26,71,74,2500,6,2,1,2,8,2017,6.25,161,3800
137449,33,71,71,950,14,2,2,2,10,2011,6.17,185,1600
191209,28,71,71,2400,14,2,1,3,16,2018,5.92,168,4100
214506,32,71,71,1400,5,2,1,2,10,2015,6.17,194,2000
224490,21,71,83,3700,12,2,1,3,23,2018,5.92,172,8200
163050,32,71,71,1900,10,2,1,2,14,2015,5.75,154,3600
232938,19,71,82,3500,3,2,1,2,8,2018,6.17,185,5900
198379,25,71,75,2600,23,2,1,3,13,2014,6.17,185,5100
200683,26,71,74,2900,4,2,1,3,9,2017,5.75,148,6300
210923,26,71,73,2000,17,1,1,1,4,2017,6.17,174,3500
212715,26,71,72,2800,18,2,1,3,16,2017,5.58,152,4900
235499,28,71,71,1900,20,2,1,2,10,2016,6.08,183,3200
237548,26,71,74,2400,9,1,1,3,19,2017,6,187,5000
244204,21,71,83,3800,20,2,1,2,10,2018,6.33,176,7500
201965,25,71,74,2900,5,2,1,3,9,2018,5.92,168,3900
206317,26,71,72,2300,28,2,1,3,13,2013,6.33,185,4300
201966,30,71,71,2300,6,2,1,3,2,2018,6.17,190,3000
210926,25,71,74,2500,20,2,1,2,11,2013,5.75,139,4400
216302,28,71,71,1900,18,2,1,3,19,2016,5.58,146,3200
238830,24,71,76,3200,7,2,1,3,2,2018,6.08,170,7000
134895,33,71,71,900,7,2,2,3,23,2017,6,176,1400
205551,25,71,74,2400,7,2,1,3,23,2018,5.75,168,4100
216815,24,71,76,2700,6,2,1,2,10,2016,6.25,190,5800
230383,34,71,71,725,8,2,1,2,15,2018,6.25,198,1400
192495,26,71,72,2800,26,2,1,3,9,2016,6.08,148,5500
199152,33,71,71,1500,8,2,1,2,2,2018,6.33,194,2400
163056,33,71,71,1200,6,2,1,1,4,2018,6.25,181,1900
189680,27,71,71,2000,15,2,2,3,19,2018,5.67,143,3700
199409,29,71,71,1800,7,2,1,2,10,2018,6.17,165,2900
172529,29,71,71,1800,13,1,1,3,15,2018,5.83,176,2900
198386,32,71,71,1300,7,1,1,3,19,2018,5.83,170,2100
200434,27,71,71,2000,10,2,1,3,23,2018,5.92,168,2900
208114,27,71,72,2200,4,2,1,3,23,2018,5.67,168,4800
212466,24,71,74,3000,20,2,1,3,18,2012,5.75,163,5300
220659,22,71,79,3400,23,2,1,3,5,2016,5.83,152,7200
230387,34,71,71,725,8,1,1,2,15,2018,6.17,174,1400
237555,24,71,76,3200,8,2,1,3,3,2018,6.17,154,5100
186355,35,71,71,,0,2,1,1,4,2016,6.17,187,4585.060806
204276,31,71,71,2100,30,2,1,3,2,2016,6.08,176,4585.060806
205556,23,71,75,2600,9,1,1,2,10,2018,6.17,190,4900
205812,28,71,72,1900,8,2,1,1,4,2017,6.33,172,3600
214772,27,71,72,2200,11,1,1,3,19,2013,5.67,168,3500
232692,29,71,71,2300,9,2,1,3,16,2013,5.5,161,3500
181236,29,71,71,2300,10,2,1,3,12,2016,5.92,165,4585.060806
189172,28,71,71,2400,8,1,1,3,18,2018,5.92,163,3800
212470,27,71,71,2500,3,1,1,3,12,2018,5.92,150,3300
213750,24,71,73,2900,27,1,1,3,18,2018,5.92,152,5800
214006,26,71,71,2500,4,2,1,3,16,2018,5.58,150,3600
223734,28,71,71,1900,12,2,1,2,8,2017,6.08,168,2900
225782,20,71,84,4500,38,2,1,3,22,2014,5.83,157,11400
233974,34,71,71,950,13,2,1,1,4,2018,6.17,183,1800
176630,31,71,71,1400,3,2,1,1,4,2017,6,183,3000
189430,27,71,71,1600,2,2,1,1,4,2014,6.17,183,2500
191222,28,71,71,1900,7,2,1,2,23,2015,5.83,172,3000
202487,29,71,71,2300,4,1,1,3,18,2018,5.83,181,2900
164855,30,71,71,1800,7,1,1,2,15,2016,6.08,179,3300
232183,25,71,73,2400,9,2,1,3,19,2016,5.5,159,3700
234488,27,71,72,2700,10,1,1,3,2,2018,5.83,161,3600
237560,20,71,82,4100,8,2,1,3,18,2017,5.83,143,6900
182520,30,71,71,1500,4,2,1,1,4,2008,6,176,2400
120312,34,71,71,725,27,2,2,2,10,2018,6.17,168,1400
219641,29,71,71,2400,17,2,1,3,2,2018,6.08,176,4700
220921,24,71,76,2700,11,2,1,2,5,2016,6,194,4200
221433,22,71,79,3000,7,2,1,3,20,2016,5.75,150,4585.060806
233977,30,71,71,1500,11,2,1,1,4,2018,6.25,192,2900
169978,30,71,71,2200,11,2,1,3,21,2018,5.67,139,3400
221179,25,71,74,3000,17,2,1,3,16,2016,6,159,4585.060806
226299,23,71,76,3200,8,2,1,3,2,2017,6,179,7000
172283,32,71,71,1300,7,2,1,3,23,2018,6.17,174,2100
222204,28,71,71,2400,11,2,1,3,18,2011,5.67,154,5200
223740,26,71,74,2500,7,2,1,3,13,2017,5.92,170,4100
140029,45,71,71,160,8,2,2,1,4,1991,5.67,165,272
193277,28,71,72,1900,11,1,1,1,4,2017,6,179,2900
198654,29,71,71,1800,1,2,1,3,13,2015,6,172,3900
195838,29,71,71,2300,9,1,1,3,12,2018,6,172,4900
209407,27,71,71,2400,10,2,1,3,22,2018,5.92,165,4400
212223,24,71,78,3400,10,2,1,3,2,2017,5.75,150,7100
218623,25,71,73,2400,5,2,1,3,20,2016,6,185,4585.060806
162047,33,71,71,1400,7,2,1,3,5,2016,5.92,176,2200
207872,25,70,72,2200,7,2,1,5,16,2017,6,179,3400
212992,26,70,72,2200,20,2,1,3,2,2017,6.25,187,4300
233472,21,70,78,2600,13,2,1,3,16,2016,6,154,5300
184320,30,70,70,1600,3,2,1,3,22,2017,5.92,176,2500
143617,32,70,70,1400,10,1,1,3,16,2018,5.75,165,2800
223489,26,70,73,2200,22,2,1,3,2,2018,6.25,176,4000
228353,23,70,76,2100,7,2,1,2,11,2016,5.75,152,3500
198914,30,70,70,1600,5,2,1,3,12,2018,5.92,185,2500
214018,27,70,70,1500,5,2,1,2,13,2017,6,174,2200
233986,26,70,70,1500,11,2,1,2,23,2018,5.75,163,2800
186882,32,70,70,1000,3,2,1,1,4,2016,6.25,179,1400
199683,26,70,72,1800,15,2,1,3,23,2017,5.67,163,3600
206083,23,70,77,2500,21,2,1,3,18,2018,5.67,148,5500
216067,28,70,70,1400,21,1,1,2,15,2018,5.92,165,2600
225539,20,70,84,3900,37,2,1,3,2,2017,6.17,176,9900
230147,23,70,76,2000,5,2,1,3,23,2016,5.83,141,4700
236547,24,70,76,2400,1,1,1,3,16,2017,5.58,137,5800
190467,26,70,72,1800,11,2,1,2,13,2016,6,174,3200
203780,25,70,74,1900,7,2,1,2,10,2016,6,176,3600
207876,25,70,72,1800,4,2,1,3,23,2018,5.83,165,2900
211204,23,70,78,2200,12,1,1,3,19,2018,5.83,165,4700
162052,33,70,70,900,4,2,1,1,4,2018,6.33,194,1400
241412,23,70,74,2300,11,1,1,3,3,2018,6,157,4100
212229,24,70,76,2400,4,1,1,4,21,2017,5.75,141,5600
214021,29,70,70,1400,3,2,1,2,10,2015,6,161,1900
156421,34,70,70,550,11,2,1,2,15,2017,5.83,170,935
230405,30,70,70,1300,9,2,1,2,15,2018,6.08,181,2500
235781,21,70,76,2400,8,2,1,3,13,2016,6,161,5800
230150,25,70,71,2100,7,2,1,3,18,2016,5.5,137,4600
231942,21,70,75,2400,4,2,1,3,5,2016,5.92,159,3100
235526,20,70,84,3900,13,2,1,3,22,2016,5.67,143,9000
241670,26,70,74,1900,15,2,1,2,22,2018,6.08,170,3400
176902,35,70,70,775,2,2,1,3,16,2018,5.83,170,1100
138247,35,70,70,425,2,2,1,1,4,2012,6.42,205,531
219655,24,70,74,1900,3,2,1,3,16,2016,5.83,163,4585.060806
157703,32,70,70,1000,7,2,1,2,8,2018,6.17,187,1600
227591,26,70,72,2200,14,1,1,3,2,2017,5.92,183,3900
200968,29,70,70,1400,4,2,1,2,15,2018,6,161,2400
204040,27,70,70,1500,16,2,1,3,20,2018,6,170,2500
212232,24,70,73,2300,11,2,1,3,2,2016,5.83,168,4585.060806
213512,26,70,71,2100,4,1,1,4,18,2017,6,165,2800
197641,29,70,71,1400,4,2,1,1,4,2018,6,163,2500
206601,25,70,73,1800,3,2,1,2,8,2016,6.17,165,3100
214025,24,70,77,2100,4,2,1,3,13,2015,5.75,176,3600
238857,23,70,75,2000,5,2,1,3,19,2016,5.75,152,4300
241673,25,70,73,1800,23,1,1,3,19,2018,6.08,176,3400
245257,22,70,74,1900,3,1,1,3,19,2018,5.92,146,4200
189961,26,70,72,2200,1,2,1,3,2,2016,5.92,168,5000
205834,29,70,70,1700,4,2,1,3,18,2015,5.83,163,2200
234762,26,70,73,1800,6,2,1,3,16,2017,5.75,150,3000
238346,20,70,83,3000,10,1,1,3,19,2018,5.83,161,7000
241162,20,70,81,3100,7,2,1,3,18,2018,5.5,150,5200
212747,23,70,79,2700,4,1,1,3,12,2017,5.67,146,4600
222475,22,70,76,2400,5,2,1,2,11,2014,6.08,159,4100
157707,32,70,70,1400,8,2,1,3,2,2018,6,176,1800
234763,28,70,70,1800,7,2,1,2,9,2017,6,172,2800
220172,22,70,74,1900,6,2,1,3,23,2016,5.83,154,4585.060806
221452,23,70,76,2500,12,2,1,3,2,2016,5.67,170,4585.060806
239116,26,70,73,1800,11,1,1,2,19,2018,5.75,161,3900
8205,35,70,70,750,5,2,1,3,9,2017,5.92,165,1600
139533,33,70,70,675,10,2,2,3,23,2011,6.08,161,1300
220429,27,70,73,1800,9,1,1,3,10,2017,6.33,194,2800
173325,32,70,70,1300,6,2,1,3,18,2018,5.75,152,2100
183565,30,70,70,1300,7,1,1,2,19,2015,5.83,174,2000
225294,26,70,71,2100,7,2,1,3,23,2017,5.75,148,4500
238862,24,70,77,2100,5,2,1,2,8,2015,6.08,174,4900
190734,28,70,70,1200,5,2,1,1,4,2018,6.25,187,2600
199183,28,70,70,1800,7,1,1,3,22,2017,5.83,161,2200
209423,26,70,72,1500,4,2,1,1,4,2018,6.17,185,2800
220175,21,70,79,2700,21,2,1,3,22,2015,5.83,172,5700
222991,28,70,70,1800,6,2,1,3,18,2018,5.58,150,2300
161807,38,70,70,120,3,1,1,1,4,2016,6.17,185,162
230415,30,70,70,1300,11,2,1,2,15,2018,6.17,187,2500
233999,30,70,70,1100,11,1,1,1,4,2018,5.83,168,2200
222224,27,70,73,,0,2,1,2,11,2016,6,181,4585.060806
222225,27,70,70,1500,8,2,1,3,23,2016,6.08,170,2900
222993,28,70,70,1800,6,2,1,3,14,2016,5.83,150,2300
229137,29,70,70,1700,9,2,1,3,5,2015,6,183,2600
229649,20,70,80,2900,4,1,1,3,18,2015,5.75,148,4600
189713,30,70,70,1700,6,2,1,3,2,2017,6.17,185,2600
202002,26,70,72,1800,10,2,1,2,15,2018,6,165,3700
204050,29,70,70,1400,10,2,1,2,10,2018,6.25,183,2800
215314,26,70,71,1700,6,2,1,2,15,2016,6.33,181,2900
220178,29,70,70,1800,12,1,1,2,2,2017,6.17,179,3600
164626,35,70,70,425,3,2,1,3,20,2016,6.17,174,531
184338,28,70,70,1400,3,2,1,2,8,2017,6,176,2300
190738,24,70,73,2300,15,2,1,3,2,2017,6.17,176,4300
237075,27,70,71,2100,5,2,1,3,2,2018,6.17,187,3300
179731,28,70,70,1800,12,1,1,3,22,2008,5.92,168,3000
204820,27,70,70,1900,5,1,1,5,16,2017,5.67,154,3300
227604,22,70,77,2500,11,2,1,3,2,2017,6.25,190,4600
156437,33,70,70,900,5,2,1,1,4,2015,6.25,187,1400
135190,32,70,70,1300,8,1,1,3,12,2018,5.75,163,1900
203798,30,70,70,1600,7,2,1,3,22,2017,5.75,172,2300
209430,25,70,72,2200,10,2,1,3,18,2012,5.92,161,4500
229654,24,70,75,2000,5,2,1,3,23,2017,5.75,163,3300
214807,26,70,70,1900,7,2,1,3,16,2016,5.67,159,2700
155671,34,70,70,550,6,2,1,2,20,2012,6.08,170,743
183831,32,70,70,1400,5,2,1,3,2,2014,6.08,176,2500
207640,24,70,74,2400,5,2,1,3,2,2017,6.08,174,4400
231448,18,70,85,3700,25,2,1,4,21,2016,5.75,157,4585.060806
176920,29,70,70,1400,8,2,1,2,8,2011,5.75,157,2000
212249,24,70,76,2400,12,1,1,3,18,2017,6,172,4900
213017,22,70,79,2400,7,1,1,2,15,2013,6.08,163,5000
224537,26,70,74,1900,4,2,1,2,10,2017,6.17,183,4100
230169,34,70,70,725,9,2,1,1,4,2018,6,170,1300
193561,28,70,70,1400,5,2,1,3,23,2017,5.83,154,2100
194329,28,70,70,1800,7,2,1,2,22,2016,5.67,150,2800
206106,23,70,75,2400,9,1,1,4,16,2014,5.83,154,4000
212506,35,70,70,825,6,2,1,2,14,2018,5.92,190,1200
180250,31,70,70,1500,13,1,1,3,9,2018,5.75,165,2600
199195,32,70,70,1300,6,2,1,3,9,2018,5.5,150,2400
156443,33,70,70,725,12,2,1,2,10,2015,6.08,172,1200
229659,21,70,78,2600,7,2,1,3,9,2014,6,148,4400
232219,24,70,72,2200,10,2,1,3,3,2016,5.58,172,3800
190747,27,70,70,1900,6,1,1,3,2,2018,6,170,3000
220700,30,70,70,1300,5,2,1,3,5,2018,5.83,161,2000
224796,22,70,77,2100,7,2,1,2,10,2014,6.17,185,3600
176924,31,70,70,1600,10,2,1,3,2,2018,5.83,172,2400
204061,27,70,71,2000,4,2,1,3,5,2017,5.5,150,3300
212509,26,70,75,2000,5,2,1,2,19,2018,6.17,172,3100
216605,25,70,75,2000,11,2,1,2,19,2016,5.83,168,4400
222493,22,70,78,2300,13,2,1,2,8,2018,6.33,172,4100
172317,33,70,70,725,6,2,1,2,15,2017,6.08,179,1200
108061,32,70,70,1000,5,1,2,2,15,2018,6,176,1500
239389,32,70,70,1400,2,2,1,3,18,2018,5.42,148,1900
194077,29,70,70,1400,8,2,1,2,8,2015,6,168,2800
204062,28,70,71,,0,1,1,1,4,2016,6,170,4585.060806
224542,28,70,70,1400,7,2,1,2,13,2018,5.92,172,2200
229150,21,70,78,2300,6,2,1,2,10,2014,5.92,163,3900
230686,20,70,80,2800,12,1,1,3,22,2017,5.83,165,6000
190494,27,70,70,1500,7,2,1,3,23,2018,5.75,163,2200
193310,31,70,70,1200,7,2,1,2,8,2015,6.17,181,1900
198175,25,70,73,2300,8,2,2,3,2,2016,6.17,172,4700
211231,25,70,74,1900,5,2,1,2,11,2017,5.58,148,3200
216351,28,70,70,1800,7,2,1,3,22,2018,5.92,161,2500
208160,25,70,72,2200,6,1,1,3,12,2014,6,165,3100
232736,26,70,72,2100,6,1,1,3,22,2016,6,159,3300
235552,31,70,70,1200,4,2,1,2,15,2018,6.08,185,2100
185120,31,70,70,1200,3,2,1,2,15,2016,6,172,4585.060806
189472,29,70,71,1600,6,2,1,2,15,2017,6.08,170,2600
198177,26,70,72,1800,7,2,1,2,8,2017,6.08,183,2400
234017,30,70,70,1700,10,2,1,3,17,2018,5.83,165,3200
235297,22,70,78,2600,7,2,1,3,12,2018,6,183,4400
177953,30,70,70,1600,4,2,2,3,12,2018,5.92,165,2900
190497,27,70,71,2100,5,2,1,3,2,2018,6.08,179,3200
197154,33,70,70,725,5,2,1,2,10,2016,5.92,157,1100
212771,25,70,72,2200,8,1,1,3,12,2018,5.58,146,3700
